variable,description,decade,pos_label,neg_label,pos_pct,n_valid,year_min,year_max,n_years,trend,was_flipped,question,stat_label,category,confidence,review_note,audit_action,audit_problem,audit_problem_detail,audit_reframe,audit_flip_error,audit_flip_note,review_status
vote92,did r vote in 1992 election,1990s,voted,did not vote,0.7133,9518,1993,1998,4,,False,What % of Americans surveyed reported voting in the 1992 presidential election?,Voted in 1992 presidential election,Politics,1,,keep_as_is,,,,False,,pending
vote96,did r vote in 1996 election,1990s,voted,did not vote,0.6726,2613,1998,2002,3,,False,What % of Americans surveyed reported voting in the 1996 presidential election?,Voted in 1996 presidential election,Politics,1,,keep_as_is,,,,False,,pending
vote96,did r vote in 1996 election,2000s,voted,did not vote,0.6979,4927,1998,2002,3,,False,What % of Americans surveyed reported voting in the 1996 presidential election?,Voted in 1996 presidential election,Politics,1,,keep_as_is,,,,False,,pending
vote00,did r vote in 2000 election,2000s,voted,did not vote,0.6946,7717,2002,2006,3,,False,What % of Americans surveyed reported voting in the 2000 presidential election?,Voted in 2000 presidential election,Politics,1,,keep_as_is,,,,False,,pending
pres00,"vote for gore, bush, nader",2000s,bush,gore,0.5506,5042,2002,2006,3,,False,What % of Americans surveyed voted for George W. Bush in 2000?,Voted for George W. Bush in 2000,Politics,1,,keep_as_is,,,,False,,pending
vote04,did r vote in 2004 election,2000s,voted,did not vote,0.723,5913,2006,2010,3,,False,What % of Americans surveyed reported voting in the 2004 presidential election?,Voted in 2004 presidential election,Politics,1,,keep_as_is,,,,False,,pending
vote04,did r vote in 2004 election,2010s,voted,did not vote,0.6829,1754,2006,2010,3,,False,What % of Americans surveyed reported voting in the 2004 presidential election?,Voted in 2004 presidential election,Politics,1,,keep_as_is,,,,False,,pending
pres04,"vote for kerry, bush, nader",2000s,bush,kerry,0.5262,4059,2006,2010,3,,False,What % of Americans surveyed voted for George W. Bush in the 2004 presidential election?,Voted for Bush in 2004,Politics,1,,keep_as_is,,,,False,,pending
pres04,"vote for kerry, bush, nader",2010s,bush,kerry,0.5518,1156,2006,2010,3,,False,What % of Americans surveyed voted for George W. Bush in the 2004 presidential election?,Voted for Bush in 2004,Politics,1,,keep_as_is,,,,False,,pending
vote08,did r vote in 2008 election,2010s,voted,did not vote,0.7259,5957,2010,2014,3,,False,What % of Americans surveyed reported voting in the 2008 presidential election?,Voted in 2008 presidential election,Politics,1,,keep_as_is,,,,False,,pending
pres08,vote obama or mccain,2010s,obama,mccain,0.6073,4097,2010,2014,3,,False,What % of Americans surveyed who voted chose Barack Obama in 2008?,Voted for Barack Obama in 2008,Politics,1,,reframe,conditional,Only asked to registered voters or people who voted; unclear universe.,What % of Americans surveyed who voted chose Barack Obama in 2008?,False,,edited
vote12,did r vote in 2012 election,2010s,voted,did not vote,0.6979,7036,2014,2018,3,,False,What % of Americans surveyed reported voting in the 2012 presidential election?,Voted in 2012 presidential election,Politics,1,,keep_as_is,,,,False,,pending
pres12,vote obama or romney,2010s,obama,romney,0.6186,4611,2014,2018,3,,False,What % of Americans surveyed voted for Barack Obama in the 2012 presidential election?,Voted for Obama in 2012,Politics,1,,keep_as_is,,,,False,,pending
vote16,remember if voted in 2016 election,2010s,voted,did not vote,0.6888,2181,2018,2024,4,,False,What % of Americans surveyed reported voting in the 2016 presidential election?,Reported voting in 2016 election,Politics,1,,keep_as_is,,,,False,,pending
vote16,remember if voted in 2016 election,2020s,voted,did not vote,0.7564,9029,2018,2024,4,,False,What % of Americans surveyed reported voting in the 2016 presidential election?,Reported voting in 2016 election,Politics,1,,keep_as_is,,,,False,,pending
pres16,vote clinton or trump,2010s,clinton,trump,0.5451,1341,2018,2024,4,,False,What % of Americans surveyed voted for Clinton in the 2016 presidential election?,Voted for Clinton in 2016,Politics,1,,keep_as_is,,,,False,,pending
pres16,vote clinton or trump,2020s,clinton,trump,0.5375,6280,2018,2024,4,,False,What % of Americans surveyed voted for Clinton in the 2016 presidential election?,Voted for Clinton in 2016,Politics,1,,keep_as_is,,,,False,,pending
natenvir,improving & protecting environment,1970s,too little,about right,0.6481,7654,1973,2024,34,0.1032,False,What % of Americans surveyed think too little is being done to improve and protect the environment?,Think too little done on environment,Politics,1,,keep_as_is,,,,False,,pending
natenvir,improving & protecting environment,1980s,too little,about right,0.6686,7686,1973,2024,34,0.1032,False,What % of Americans surveyed think too little is being done to improve and protect the environment?,Think too little done on environment,Politics,1,,keep_as_is,,,,False,,pending
natenvir,improving & protecting environment,1990s,too little,about right,0.6982,5745,1973,2024,34,0.1032,False,What % of Americans surveyed think too little is being done to improve and protect the environment?,Think too little done on environment,Politics,1,,keep_as_is,,,,False,,pending
natenvir,improving & protecting environment,2000s,too little,about right,0.6961,5994,1973,2024,34,0.1032,False,What % of Americans surveyed think too little is being done to improve and protect the environment?,Think too little done on environment,Politics,1,,keep_as_is,,,,False,,pending
natenvir,improving & protecting environment,2010s,too little,about right,0.6767,5205,1973,2024,34,0.1032,False,What % of Americans surveyed think too little is being done to improve and protect the environment?,Think too little done on environment,Politics,1,,keep_as_is,,,,False,,pending
natenvir,improving & protecting environment,2020s,too little,about right,0.7513,4803,1973,2024,34,0.1032,False,What % of Americans surveyed think too little is being done to improve and protect the environment?,Think too little done on environment,Politics,1,,keep_as_is,,,,False,,pending
natheal,improving & protecting nations health,1970s,too little,about right,0.6611,8164,1973,2024,34,0.0881,False,What % of Americans surveyed think the government spends too little on health?,Government spends too little on health,Health,1,,keep_as_is,,,,False,,pending
natheal,improving & protecting nations health,1980s,too little,about right,0.6639,8125,1973,2024,34,0.0881,False,What % of Americans surveyed think the government spends too little on health?,Government spends too little on health,Health,1,,keep_as_is,,,,False,,pending
natheal,improving & protecting nations health,1990s,too little,about right,0.7451,5913,1973,2024,34,0.0881,False,What % of Americans surveyed think the government spends too little on health?,Government spends too little on health,Health,1,,keep_as_is,,,,False,,pending
natheal,improving & protecting nations health,2000s,too little,about right,0.7859,6234,1973,2024,34,0.0881,False,What % of Americans surveyed think the government spends too little on health?,Government spends too little on health,Health,1,,keep_as_is,,,,False,,pending
natheal,improving & protecting nations health,2010s,too little,about right,0.7138,5129,1973,2024,34,0.0881,False,What % of Americans surveyed think the government spends too little on health?,Government spends too little on health,Health,1,,keep_as_is,,,,False,,pending
natheal,improving & protecting nations health,2020s,too little,about right,0.7492,4934,1973,2024,34,0.0881,False,What % of Americans surveyed think the government spends too little on health?,Government spends too little on health,Health,1,,keep_as_is,,,,False,,pending
natcrime,halting rising crime rate,1970s,too little,about right,0.7385,7990,1973,2024,34,-0.0087,False,What % of Americans surveyed think spending on halting rising crime is too little?,Think crime spending is too little,Crime & Law,1,,keep_as_is,,,,False,,pending
natcrime,halting rising crime rate,1980s,too little,about right,0.7578,8106,1973,2024,34,-0.0087,False,What % of Americans surveyed think spending on halting rising crime is too little?,Think crime spending is too little,Crime & Law,1,,keep_as_is,,,,False,,pending
natcrime,halting rising crime rate,1990s,too little,about right,0.7536,5929,1973,2024,34,-0.0087,False,What % of Americans surveyed think spending on halting rising crime is too little?,Think crime spending is too little,Crime & Law,1,,keep_as_is,,,,False,,pending
natcrime,halting rising crime rate,2000s,too little,about right,0.6366,6048,1973,2024,34,-0.0087,False,What % of Americans surveyed think spending on halting rising crime is too little?,Think crime spending is too little,Crime & Law,1,,keep_as_is,,,,False,,pending
natcrime,halting rising crime rate,2010s,too little,about right,0.6893,5282,1973,2024,34,-0.0087,False,What % of Americans surveyed think spending on halting rising crime is too little?,Think crime spending is too little,Crime & Law,1,,keep_as_is,,,,False,,pending
natcrime,halting rising crime rate,2020s,too little,about right,0.7298,4927,1973,2024,34,-0.0087,False,What % of Americans surveyed think spending on halting rising crime is too little?,Think crime spending is too little,Crime & Law,1,,keep_as_is,,,,False,,pending
natdrug,dealing with drug addiction,1970s,too little,about right,0.6776,7730,1973,2024,34,0.0534,False,What % of Americans surveyed believe the government does too little to address drug addiction?,Government does too little on drug addiction,Crime & Law,1,,keep_as_is,,,,False,,pending
natdrug,dealing with drug addiction,1980s,too little,about right,0.699,7891,1973,2024,34,0.0534,False,What % of Americans surveyed believe the government does too little to address drug addiction?,Government does too little on drug addiction,Crime & Law,1,,keep_as_is,,,,False,,pending
natdrug,dealing with drug addiction,1990s,too little,about right,0.6828,5669,1973,2024,34,0.0534,False,What % of Americans surveyed believe the government does too little to address drug addiction?,Government does too little on drug addiction,Crime & Law,1,,keep_as_is,,,,False,,pending
natdrug,dealing with drug addiction,2000s,too little,about right,0.6509,5778,1973,2024,34,0.0534,False,What % of Americans surveyed believe the government does too little to address drug addiction?,Government does too little on drug addiction,Crime & Law,1,,keep_as_is,,,,False,,pending
