"variable","decade","years_asked"
"natdrug","2000s","2000, 2002, 2004, 2006, 2008"
"natdrug","2010s","2010, 2012, 2014, 2016, 2018"
"natdrug","2020s","2021, 2022, 2024"
"nateduc","1970s","1973, 1974, 1975, 1976, 1977, 1978"
"nateduc","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"nateduc","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"nateduc","2000s","2000, 2002, 2004, 2006, 2008"
"nateduc","2010s","2010, 2012, 2014, 2016, 2018"
"nateduc","2020s","2021, 2022, 2024"
"natrace","1970s","1973, 1974, 1975, 1976, 1977, 1978"
"natrace","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"natrace","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"natrace","2000s","2000, 2002, 2004, 2006, 2008"
"natrace","2010s","2010, 2012, 2014, 2016, 2018"
"natrace","2020s","2021, 2022, 2024"
"natarms","1970s","1973, 1974, 1975, 1976, 1977, 1978"
"natarms","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"natarms","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"natarms","2000s","2000, 2002, 2004, 2006, 2008"
"natarms","2010s","2010, 2012, 2014, 2016, 2018"
"natarms","2020s","2021, 2022, 2024"
"nataid","1970s","1973, 1974, 1975, 1976, 1977, 1978"
"nataid","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"nataid","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"nataid","2000s","2000, 2002, 2004, 2006, 2008"
"nataid","2010s","2010, 2012, 2014, 2016, 2018"
"nataid","2020s","2021, 2022, 2024"
"natfare","1970s","1973, 1974, 1975, 1976, 1977, 1978"
"natfare","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"natfare","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"natfare","2000s","2000, 2002, 2004, 2006, 2008"
"natfare","2010s","2010, 2012, 2014, 2016, 2018"
"natfare","2020s","2021, 2022, 2024"
"natroad","1980s","1984, 1985, 1986, 1987, 1988, 1989"
"natroad","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"natroad","2000s","2000, 2002, 2004, 2006, 2008"
"natroad","2010s","2010, 2012, 2014, 2016, 2018"
"natroad","2020s","2021, 2022, 2024"
"natsoc","1980s","1984, 1985, 1986, 1987, 1988, 1989"
"natsoc","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"natsoc","2000s","2000, 2002, 2004, 2006, 2008"
"natsoc","2010s","2010, 2012, 2014, 2016, 2018"
"natsoc","2020s","2021, 2022, 2024"
"natmass","1980s","1984, 1985, 1986, 1987, 1988, 1989"
"natmass","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"natmass","2000s","2000, 2002, 2004, 2006, 2008"
"natmass","2010s","2010, 2012, 2014, 2016, 2018"
"natmass","2020s","2021, 2022"
"natpark","1980s","1984, 1985, 1986, 1987, 1988, 1989"
"natpark","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"natpark","2000s","2000, 2002, 2004, 2006, 2008"
"natpark","2010s","2010, 2012, 2014, 2016, 2018"
"natpark","2020s","2021, 2022"
"natchld","2000s","2000, 2002, 2004, 2006, 2008"
"natchld","2010s","2010, 2012, 2014, 2016, 2018"
"natchld","2020s","2021, 2022, 2024"
"natsci","2000s","2002, 2004, 2006, 2008"
"natsci","2010s","2010, 2012, 2014, 2016, 2018"
"natsci","2020s","2021, 2022, 2024"
"natenrgy","2010s","2010, 2012, 2014, 2016, 2018"
"natenrgy","2020s","2021, 2022, 2024"
"natspacy","1980s","1984, 1985, 1986, 1987, 1988, 1989"
"natspacy","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"natspacy","2000s","2000, 2002, 2004, 2006, 2008"
"natspacy","2010s","2010, 2012, 2014, 2016, 2018"
"natspacy","2020s","2021, 2022, 2024"
"natenviy","1980s","1984, 1985, 1986, 1987, 1988, 1989"
"natenviy","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"natenviy","2000s","2000, 2002, 2004, 2006, 2008"
"natenviy","2010s","2010, 2012, 2014, 2016, 2018"
"natenviy","2020s","2021, 2022, 2024"
"nathealy","1980s","1984, 1985, 1986, 1987, 1988, 1989"
"nathealy","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"nathealy","2000s","2000, 2002, 2004, 2006, 2008"
"nathealy","2010s","2010, 2012, 2014, 2016, 2018"
"nathealy","2020s","2021, 2022, 2024"
"natcityy","1980s","1984, 1985, 1986, 1987, 1988, 1989"
"natcityy","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"natcityy","2000s","2000, 2002, 2004, 2006, 2008"
"natcityy","2010s","2010, 2012, 2014, 2016, 2018"
"natcityy","2020s","2021, 2022, 2024"
"natcrimy","1980s","1984, 1985, 1986, 1987, 1988, 1989"
"natcrimy","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"natcrimy","2000s","2000, 2002, 2004, 2006, 2008"
"natcrimy","2010s","2010, 2012, 2014, 2016, 2018"
"natcrimy","2020s","2021, 2022, 2024"
"natdrugy","1980s","1984, 1985, 1986, 1987, 1988, 1989"
"natdrugy","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"natdrugy","2000s","2000, 2002, 2004, 2006, 2008"
"natdrugy","2010s","2010, 2012, 2014, 2016, 2018"
"natdrugy","2020s","2021, 2022, 2024"
"nateducy","1980s","1984, 1985, 1986, 1987, 1988, 1989"
"nateducy","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"nateducy","2000s","2000, 2002, 2004, 2006, 2008"
"nateducy","2010s","2010, 2012, 2014, 2016, 2018"
"nateducy","2020s","2021, 2022, 2024"
"natracey","1980s","1984, 1985, 1986, 1987, 1988, 1989"
"natracey","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"natracey","2000s","2000, 2002, 2004, 2006, 2008"
"natracey","2010s","2010, 2012, 2014, 2016, 2018"
"natracey","2020s","2021, 2022, 2024"
"natarmsy","1980s","1984, 1985, 1986, 1987, 1988, 1989"
"natarmsy","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"natarmsy","2000s","2000, 2002, 2004, 2006, 2008"
"natarmsy","2010s","2010, 2012, 2014, 2016, 2018"
"natarmsy","2020s","2021, 2022, 2024"
"nataidy","1980s","1984, 1985, 1986, 1987, 1988, 1989"
"nataidy","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"nataidy","2000s","2000, 2002, 2004, 2006, 2008"
"nataidy","2010s","2010, 2012, 2014, 2016, 2018"
"nataidy","2020s","2021, 2022, 2024"
"natfarey","1980s","1984, 1985, 1986, 1987, 1988, 1989"
"natfarey","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"natfarey","2000s","2000, 2002, 2004, 2006, 2008"
"natfarey","2010s","2010, 2012, 2014, 2016, 2018"
"natfarey","2020s","2021, 2022, 2024"
"equal1","1980s","1984"
"equal2","1980s","1984"
"equal3","1980s","1984"
"equal4","1980s","1984"
"equal5","1980s","1984"
"equal6","1980s","1984"
"equal7","1980s","1984"
"equal8","1980s","1984"
"usclass1","1980s","1984"
"usclass2","1980s","1984"
"usclass3","1980s","1984"
"usclass4","1980s","1984"
"usclass5","1980s","1984"
"usclass6","1980s","1984"
"usclass7","1980s","1984"
"usclass8","1980s","1984"
"educop","1980s","1984"
"govcare","1980s","1984"
"eqwlth","1970s","1978"
"eqwlth","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"eqwlth","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"eqwlth","2000s","2000, 2002, 2004, 2006, 2008"
"eqwlth","2010s","2010, 2012, 2014, 2016, 2018"
"eqwlth","2020s","2021, 2022, 2024"
"eqwlthy","1970s","1978"
"tax","1970s","1976, 1977"
"tax","1980s","1980, 1982, 1984, 1985, 1987, 1988, 1989"
"tax","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"tax","2000s","2000, 2002, 2004, 2006, 2008"
"tax","2010s","2010, 2012, 2014, 2016, 2018"
"tax","2020s","2021, 2022, 2024"
"spkath","1970s","1972, 1973, 1974, 1976, 1977"
"spkath","1980s","1980, 1982, 1984, 1985, 1987, 1988, 1989"
"spkath","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"spkath","2000s","2000, 2002, 2004, 2006, 2008"
"spkath","2010s","2010, 2012, 2014, 2016, 2018"
"spkath","2020s","2021, 2022, 2024"
"colath","1970s","1972, 1973, 1974, 1976, 1977"
"colath","1980s","1980, 1982, 1984, 1985, 1987, 1988, 1989"
"colath","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"colath","2000s","2000, 2002, 2004, 2006, 2008"
"colath","2010s","2010, 2012, 2014, 2016, 2018"
"colath","2020s","2021, 2022, 2024"
"libath","1970s","1972, 1973, 1974, 1976, 1977"
"libath","1980s","1980, 1982, 1984, 1985, 1987, 1988, 1989"
"libath","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"libath","2000s","2000, 2002, 2004, 2006, 2008"
"libath","2010s","2010, 2012, 2014, 2016, 2018"
"libath","2020s","2021, 2022, 2024"
"spksoc","1970s","1972, 1973, 1974"
"colsoc","1970s","1972, 1973, 1974"
"libsoc","1970s","1972, 1973, 1974"
"spkrac","1970s","1976, 1977"
"spkrac","1980s","1980, 1982, 1984, 1985, 1987, 1988, 1989"
"spkrac","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"spkrac","2000s","2000, 2002, 2004, 2006, 2008"
"spkrac","2010s","2010, 2012, 2014, 2016, 2018"
"spkrac","2020s","2021, 2022, 2024"
"colrac","1970s","1976, 1977"
"colrac","1980s","1980, 1982, 1984, 1985, 1987, 1988, 1989"
"colrac","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"colrac","2000s","2000, 2002, 2004, 2006, 2008"
"colrac","2010s","2010, 2012, 2014, 2016, 2018"
"colrac","2020s","2021, 2022, 2024"
"librac","1970s","1976, 1977"
"librac","1980s","1980, 1982, 1984, 1985, 1987, 1988, 1989"
"librac","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"librac","2000s","2000, 2002, 2004, 2006, 2008"
"librac","2010s","2010, 2012, 2014, 2016, 2018"
"librac","2020s","2021, 2022, 2024"
"spkcom","1970s","1972, 1973, 1974, 1976, 1977"
"spkcom","1980s","1980, 1982, 1984, 1985, 1987, 1988, 1989"
"spkcom","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"spkcom","2000s","2000, 2002, 2004, 2006, 2008"
"spkcom","2010s","2010, 2012, 2014, 2016, 2018"
"spkcom","2020s","2021, 2022, 2024"
"colcom","1970s","1972, 1973, 1974, 1976, 1977"
"colcom","1980s","1980, 1982, 1984, 1985, 1987, 1988, 1989"
"colcom","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"colcom","2000s","2000, 2002, 2004, 2006, 2008"
"colcom","2010s","2010, 2012, 2014, 2016, 2018"
"colcom","2020s","2021, 2022, 2024"
"libcom","1970s","1972, 1973, 1974, 1976, 1977"
"libcom","1980s","1980, 1982, 1984, 1985, 1987, 1988, 1989"
"libcom","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"libcom","2000s","2000, 2002, 2004, 2006, 2008"
"libcom","2010s","2010, 2012, 2014, 2016, 2018"
"libcom","2020s","2021, 2022, 2024"
"spkmil","1970s","1976, 1977"
"spkmil","1980s","1980, 1982, 1984, 1985, 1987, 1988, 1989"
"spkmil","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"spkmil","2000s","2000, 2002, 2004, 2006, 2008"
"spkmil","2010s","2010, 2012, 2014, 2016, 2018"
"spkmil","2020s","2021"
"colmil","1970s","1976, 1977"
"colmil","1980s","1980, 1982, 1984, 1985, 1987, 1988, 1989"
"colmil","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"colmil","2000s","2000, 2002, 2004, 2006, 2008"
"colmil","2010s","2010, 2012, 2014, 2016, 2018"
"colmil","2020s","2021"
"libmil","1970s","1976, 1977"
"libmil","1980s","1980, 1982, 1984, 1985, 1987, 1988, 1989"
"libmil","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"libmil","2000s","2000, 2002, 2004, 2006, 2008"
"libmil","2010s","2010, 2012, 2014, 2016, 2018"
"libmil","2020s","2021"
"spkhomo","1970s","1973, 1974, 1976, 1977"
"spkhomo","1980s","1980, 1982, 1984, 1985, 1987, 1988, 1989"
"spkhomo","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"spkhomo","2000s","2000, 2002, 2004, 2006, 2008"
"spkhomo","2010s","2010, 2012, 2014, 2016, 2018"
"spkhomo","2020s","2021"
"colhomo","1970s","1973, 1974, 1976, 1977"
"colhomo","1980s","1980, 1982, 1984, 1985, 1987, 1988, 1989"
"colhomo","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"colhomo","2000s","2000, 2002, 2004, 2006, 2008"
"colhomo","2010s","2010, 2012, 2014, 2016, 2018"
"colhomo","2020s","2021"
"libhomo","1970s","1973, 1974, 1976, 1977"
"libhomo","1980s","1980, 1982, 1984, 1985, 1987, 1988, 1989"
"libhomo","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"libhomo","2000s","2000, 2002, 2004, 2006, 2008"
"libhomo","2010s","2010, 2012, 2014, 2016, 2018"
"libhomo","2020s","2021"
"spkmslm","2000s","2008"
"spkmslm","2010s","2010, 2012, 2014, 2016, 2018"
"spkmslm","2020s","2021, 2022, 2024"
"colmslm","2000s","2008"
"colmslm","2010s","2010, 2012, 2014, 2016, 2018"
"colmslm","2020s","2021, 2022, 2024"
"libmslm","2000s","2008"
"libmslm","2010s","2010, 2012, 2014, 2016, 2018"
"libmslm","2020s","2021, 2022, 2024"
"cappun2","1970s","1972, 1973"
"cappun","1970s","1974, 1975, 1976, 1977, 1978"
"cappun","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"cappun","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"cappun","2000s","2000, 2002, 2004, 2006, 2008"
"cappun","2010s","2010, 2012, 2014, 2016, 2018"
"cappun","2020s","2021, 2022, 2024"
"gunlaw","1970s","1972, 1973, 1974, 1975, 1976, 1977"
"gunlaw","1980s","1980, 1982, 1984, 1985, 1987, 1988, 1989"
"gunlaw","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"gunlaw","2000s","2000, 2002, 2004, 2006, 2008"
"gunlaw","2010s","2010, 2012, 2014, 2016, 2018"
"gunlaw","2020s","2021, 2022, 2024"
"gunimp","1970s","1976"
"gunimp","1980s","1984"
"courts","1970s","1972, 1973, 1974, 1975, 1976, 1977, 1978"
"courts","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"courts","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"courts","2000s","2000, 2002, 2004, 2006, 2008"
"courts","2010s","2010, 2012, 2014, 2016, 2018"
"courts","2020s","2022, 2024"
"courtsy","1970s","1974"
"courtsy","1980s","1982"
"lawimp","1980s","1984"
"lawinfo","1980s","1984"
"lawfirm","1980s","1984"
"wirtap","1970s","1974, 1975, 1977, 1978"
"wirtap","1980s","1982, 1983, 1985, 1986, 1988, 1989"
"wirtap","1990s","1990, 1991, 1993, 1994"
"grass","1970s","1973, 1975, 1976, 1978"
"grass","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"grass","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"grass","2000s","2000, 2002, 2004, 2006, 2008"
"grass","2010s","2010, 2012, 2014, 2016, 2018"
"grass","2020s","2022, 2024"
"grassy","1970s","1978"
"denom","1970s","1972, 1973, 1974, 1975, 1976, 1977, 1978"
"denom","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"denom","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"denom","2000s","2000, 2002, 2004, 2006, 2008"
"denom","2010s","2010, 2012, 2014, 2016, 2018"
"denom","2020s","2021, 2022, 2024"
"othjew","2000s","2008"
"othjew","2010s","2012"
"jew","1980s","1988, 1989"
"jew","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"jew","2000s","2000, 2002, 2004, 2006, 2008"
"jew","2010s","2010, 2012, 2014, 2016, 2018"
"jew","2020s","2021, 2022"
"fund","1970s","1972, 1973, 1974, 1975, 1976, 1977, 1978"
"fund","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"fund","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"fund","2000s","2000, 2002, 2004, 2006, 2008"
"fund","2010s","2010, 2012, 2014, 2016, 2018"
"fund","2020s","2021, 2022, 2024"
"attend","1970s","1972, 1973, 1974, 1975, 1976, 1977, 1978"
"attend","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"attend","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"attend","2000s","2000, 2002, 2004, 2006, 2008"
"attend","2010s","2010, 2012, 2014, 2016, 2018"
"attend","2020s","2021, 2022, 2024"
"maattend","1980s","1983, 1984, 1985, 1986, 1988, 1989"
"paattend","1980s","1983, 1984, 1985, 1986, 1988, 1989"
"spattend","1980s","1986, 1987, 1988, 1989"
"reliten","1970s","1974, 1975, 1976, 1977, 1978"
"reliten","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"reliten","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"reliten","2000s","2000, 2002, 2004, 2006, 2008"
"reliten","2010s","2010, 2012, 2014, 2016, 2018"
"reliten","2020s","2022, 2024"
"postlife","1970s","1973, 1975, 1976, 1978"
"postlife","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"postlife","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"postlife","2000s","2000, 2002, 2004, 2006, 2008"
"postlife","2010s","2010, 2012, 2014, 2016, 2018"
"postlife","2020s","2022, 2024"
"postlf1","1980s","1983, 1984"
"postlf2","1980s","1983, 1984"
"postlf3","1980s","1983, 1984"
"postlf4","1980s","1983, 1984"
"postlf5","1980s","1983, 1984"
"postlf6","1980s","1983, 1984"
"postlf7","1980s","1983, 1984"
"postlf8","1980s","1983, 1984"
"postlf9","1980s","1983, 1984"
"postlf10","1980s","1983, 1984"
"likediff","1980s","1986, 1987, 1988, 1989"
"mindbody","1980s","1986, 1987, 1988, 1989"
"restact","1980s","1986"
"palefull","1980s","1986, 1987, 1988, 1989"
"pray","1980s","1983, 1984, 1985, 1987, 1988, 1989"
"pray","1990s","1990, 1993, 1994, 1996, 1998"
"pray","2000s","2000, 2002, 2004, 2006, 2008"
"pray","2010s","2010, 2012, 2014, 2016, 2018"
"pray","2020s","2021, 2022, 2024"
"dejavu","1980s","1984, 1988, 1989"
"esp","1980s","1984, 1988, 1989"
"visions","1980s","1984, 1988, 1989"
"spirits","1980s","1984, 1988, 1989"
"spirits","1990s","1991"
"grace","1980s","1983, 1984, 1988, 1989"
"grace","1990s","1991"
"neargod","1980s","1983, 1984, 1985, 1987, 1988, 1989"
"neargod","1990s","1991"
"judge","1980s","1983, 1984"
"redeemer","1980s","1983, 1984"
"lover","1980s","1983, 1984"
"master","1980s","1983, 1984"
"mother","1980s","1983, 1984"
"creator","1980s","1983, 1984"
"father","1980s","1983, 1984"
"spouse","1980s","1983, 1984"
"friend","1980s","1983, 1984"
"king","1980s","1983, 1984"
"liberatr","1980s","1983, 1984"
"healer","1980s","1983, 1984"
"mapa","1980s","1984, 1985, 1986, 1987, 1988, 1989"
"mapa","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"mapa","2000s","2008"
"mastersp","1980s","1984, 1985, 1986, 1987, 1988, 1989"
"mastersp","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"mastersp","2000s","2008"
"judgeluv","1980s","1984, 1985, 1986, 1987, 1988, 1989"
"judgeluv","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"judgeluv","2000s","2008"
"frndking","1980s","1984, 1985, 1986, 1987, 1988, 1989"
"frndking","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"frndking","2000s","2008"
"crtrheal","1980s","1984, 1985, 1986"
"rdeemlib","1980s","1984, 1985, 1986"
"popespks","2000s","2004, 2006, 2008"
"popespks","2010s","2010, 2012, 2014, 2016, 2018"
"popespks","2020s","2021, 2022"
"denom16","1970s","1973, 1974, 1975, 1976, 1977, 1978"
"denom16","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"denom16","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"denom16","2000s","2000, 2002, 2004, 2006, 2008"
"denom16","2010s","2010, 2012, 2014, 2016, 2018"
"denom16","2020s","2021, 2022, 2024"
"jew16","1980s","1988, 1989"
"jew16","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"jew16","2000s","2000, 2002, 2004, 2006, 2008"
"jew16","2010s","2010, 2012, 2014, 2016, 2018"
"jew16","2020s","2021, 2022"
"fund16","1970s","1973, 1974, 1975, 1976, 1977, 1978"
"fund16","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"fund16","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"fund16","2000s","2000, 2002, 2004, 2006, 2008"
"fund16","2010s","2010, 2012, 2014, 2016, 2018"
"fund16","2020s","2021, 2022, 2024"
"spden","1970s","1973, 1974, 1975, 1976, 1977, 1978"
"spden","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"spden","1990s","1990, 1991, 1993, 1994"
"spden","2000s","2004, 2006, 2008"
"spden","2010s","2010, 2012, 2014, 2016, 2018"
"spden","2020s","2021, 2022, 2024"
"spfund","1970s","1973, 1974, 1975, 1976, 1977, 1978"
"spfund","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"spfund","1990s","1990, 1991, 1993, 1994"
"spfund","2000s","2004, 2006, 2008"
"spfund","2010s","2010, 2012, 2014, 2016, 2018"
"spfund","2020s","2021, 2022, 2024"
"sprel16","1970s","1973, 1974, 1975, 1976, 1977, 1978"
"sprel16","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"sprel16","1990s","1990, 1991, 1993, 1994"
"sprel16","2010s","2012"
"spfund16","1970s","1973, 1974, 1975, 1976, 1977, 1978"
"spfund16","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"spfund16","1990s","1990, 1991, 1993, 1994"
"coden","2010s","2012, 2014, 2016, 2018"
"coden","2020s","2021, 2022, 2024"
"cofund","2010s","2012, 2014, 2016, 2018"
"cofund","2020s","2021, 2022, 2024"
"prayer","1970s","1974, 1975, 1977"
"prayer","1980s","1982, 1983, 1985, 1986, 1988, 1989"
"prayer","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"prayer","2000s","2000, 2002, 2004, 2006, 2008"
"prayer","2010s","2010, 2012, 2014, 2016, 2018"
"prayer","2020s","2022, 2024"
"prayery","1970s","1974"
"prayerx","1980s","1986"
"bible","1980s","1984, 1985, 1987, 1988, 1989"
"bible","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"bible","2000s","2000, 2002, 2004, 2006, 2008"
"bible","2010s","2010, 2012, 2014, 2016, 2018"
"bible","2020s","2022, 2024"
"bibley","1980s","1984, 1985, 1987"
"world1","1980s","1985, 1987, 1988, 1989"
"world1","1990s","1990, 1991, 1994, 1996, 1998"
"world1","2000s","2000, 2002"
"world2","1980s","1985"
"world3","1980s","1985"
"world4","1980s","1985, 1987, 1988, 1989"
"world4","1990s","1990, 1991, 1994, 1996, 1998"
"world5","1980s","1985"
"world6","1980s","1985"
"world7","1980s","1985"
"feclergy","1980s","1986"
"relgrade","1980s","1989"
"racmar","1970s","1972, 1973, 1974, 1975, 1976, 1977"
"racmar","1980s","1980, 1982, 1984, 1985, 1987, 1988, 1989"
"racmar","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"racmar","2000s","2000, 2002"
"racmar10","1980s","1982"
"racdin","1970s","1972, 1973, 1974, 1976, 1977"
"racdin","1980s","1980, 1982, 1984, 1985"
"racpush","1970s","1972, 1973, 1975, 1976, 1977"
"racpush","1980s","1980, 1982, 1984, 1985"
"racpush","1990s","1994, 1996, 1998"
"racpush","2000s","2000, 2002"
"racseg","1970s","1972, 1976, 1977"
"racseg","1980s","1980, 1982, 1984, 1985, 1987, 1988, 1989"
"racseg","1990s","1990, 1991, 1993, 1994, 1996"
"racopen","1970s","1973, 1975, 1976, 1978"
"racopen","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"racopen","1990s","1990, 1991, 1993, 1994, 1996"
"racopen","2000s","2004, 2006, 2008"
"racopen","2010s","2010, 2012, 2014, 2016, 2018"
"racopen","2020s","2022, 2024"
"raclive","1970s","1972, 1973, 1974, 1975, 1976, 1977, 1978"
"raclive","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"raclive","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"raclive","2000s","2000, 2002, 2004, 2006, 2008"
"raclive","2010s","2010, 2012, 2014, 2016, 2018"
"raclive","2020s","2021, 2022, 2024"
"racclos","1970s","1972, 1973, 1974, 1975, 1976, 1977, 1978"
"racclos","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"racclos","1990s","1990, 1991, 1993, 1994"
"racdis","1970s","1972, 1973, 1974, 1975, 1976, 1977, 1978"
"racdis","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"racdis","1990s","1990, 1991, 1993, 1994"
"racinteg","1970s","1972, 1973, 1974, 1975, 1976, 1977, 1978"
"racinteg","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"racinteg","1990s","1990, 1991, 1993, 1994"
"racobjct","1970s","1972"
"rachome","1970s","1973, 1974, 1976, 1977"
"rachome","1980s","1980, 1982, 1984, 1985, 1987, 1988, 1989"
"rachome","1990s","1990, 1991, 1993, 1994, 1996"
"rachome","2000s","2006"
